13|23,26|36,53|63
13|23,26|36,54|64
13|23,26|36,63|73
13|23,26|36,64|74
13|23,26|36,65|75
13|23,26|36,66|76
13|23,26|36,67|77
13|23,26|36,71|72
13|23,26|36,72|73
13|23,26|36,73|74
13|23,26|36,74|73
13|23,26|36,75|74
13|23,26|36,79|78
13|23,26|36,83|73
13|23,26|36,93|83
13|23,26|36,94|84
13|23,26|36,95|85
13|23,26|36,96|86
13|23,26|36,97|87
13|23,27|37,53|63
13|23,27|37,54|64
13|23,27|37,55|65
13|23,27|37,63|73
13|23,27|37,64|74
13|23,27|37,65|75
13|23,27|37,66|65
13|23,27|37,66|76
13|23,27|37,67|77
13|23,27|37,71|72
13|23,27|37,72|73
13|23,27|37,73|74
13|23,27|37,74|73
13|23,27|37,74|75
13|23,27|37,75|74
13|23,27|37,76|75
13|23,27|37,83|73
13|23,27|37,84|74
13|23,27|37,93|83
13|23,27|37,94|84
13|23,27|37,95|85
13|23,27|37,96|86
13|23,27|37,97|87
13|23,35|36,53|63
13|23,35|36,54|64
13|23,35|36,55|65
13|23,35|36,57|67
13|23,35|36,63|73
13|23,35|36,64|74
13|23,35|36,64|65
13|23,35|36,65|75
13|23,35|36,66|65
13|23,35|36,66|76
13|23,35|36,66|67
13|23,35|36,67|77
13|23,35|36,68|67
13|23,35|36,71|72
13|23,35|36,72|73
13|23,35|36,73|74
13|23,35|36,74|73
13|23,35|36,74|75
13|23,35|36,75|74
13|23,35|36,76|75
13|23,35|36,76|77
13|23,35|36,78|77
13|23,35|36,79|78
13|23,35|36,83|73
13|23,35|36,84|74
13|23,35|36,93|83
13|23,35|36,94|84
13|23,35|36,95|85
13|23,35|36,96|86
13|23,35|36,97|87
13|23,36|37,53|63
13|23,36|37,54|64
13|23,36|37,55|65
13|23,36|37,56|66
13|23,36|37,63|73
13|23,36|37,64|74
13|23,36|37,65|75
13|23,36|37,65|66
13|23,36|37,66|65
13|23,36|37,66|76
13|23,36|37,67|66
13|23,36|37,67|77
13|23,36|37,69|68
13|23,36|37,71|72
13|23,36|37,72|73
13|23,36|37,73|74
13|23,36|37,74|73
13|23,36|37,74|75
13|23,36|37,75|74
13|23,36|37,75|76
13|23,36|37,76|75
13|23,36|37,77|76
13|23,36|37,79|78
13|23,36|37,83|73
13|23,36|37,84|74
13|23,36|37,85|75
13|23,36|37,93|83
13|23,36|37,94|84
13|23,36|37,95|85
13|23,36|37,96|86
13|23,36|37,97|87
13|23,37|47,53|63
13|23,37|47,63|73
13|23,37|47,64|74
13|23,37|47,65|75
13|23,37|47,71|72
13|23,37|47,72|73
13|23,37|47,74|73
13|23,37|47,75|74
13|23,37|47,76|75
13|23,37|47,83|73
13|23,37|47,84|74
13|23,37|47,85|75
13|23,37|47,93|83
13|23,37|47,94|84
13|23,39|38,45|55
13|23,39|38,53|63
13|23,39|38,54|64
13|23,39|38,54|55
13|23,39|38,55|65
13|23,39|38,56|66
13|23,39|38,57|67
13|23,39|38,63|73
13|23,39|38,64|74
13|23,39|38,64|65
13|23,39|38,65|75
13|23,39|38,66|65
13|23,39|38,66|76
13|23,39|38,66|67
13|23,39|38,67|77
13|23,39|38,68|67
13|23,39|38,71|72
13|23,39|38,72|73
13|23,39|38,73|74
13|23,39|38,74|73
13|23,39|38,74|75
13|23,39|38,75|74
13|23,39|38,75|76
13|23,39|38,76|75
13|23,39|38,76|77
13|23,39|38,77|76
13|23,39|38,78|77
13|23,39|38,83|73
13|23,39|38,84|74
13|23,39|38,85|75
13|23,39|38,86|76
13|23,39|38,93|83
13|23,39|38,94|84
13|23,39|38,95|85
13|23,39|38,96|86
13|23,39|38,97|87
13|23,45|55,39|38
13|23,45|55,46|36
13|23,45|55,47|37
13|23,45|55,93|83
13|23,45|55,97|87
13|23,45|46,53|63
13|23,45|46,63|73
13|23,45|46,64|74
13|23,45|46,65|75
13|23,45|46,67|77
13|23,45|46,71|72
13|23,45|46,72|73
13|23,45|46,74|73
13|23,45|46,74|75
13|23,45|46,75|74
13|23,45|46,76|75
13|23,45|46,76|77
13|23,45|46,78|77
13|23,45|46,83|73
13|23,45|46,84|74
13|23,45|46,93|83
13|23,45|46,94|84
13|23,46|56,47|37
13|23,46|56,53|63
13|23,46|56,71|72
13|23,46|56,74|73
13|23,46|56,93|83
13|23,46|56,94|84
13|23,46|47,53|63
13|23,46|47,54|64
13|23,46|47,63|73
13|23,46|47,64|74
13|23,46|47,65|75
13|23,46|47,66|65
13|23,46|47,66|76
13|23,46|47,71|72
13|23,46|47,72|73
13|23,46|47,73|74
13|23,46|47,74|73
13|23,46|47,75|74
13|23,46|47,75|76
13|23,46|47,76|75
13|23,46|47,77|76
13|23,46|47,79|78
13|23,46|47,83|73
13|23,46|47,84|74
13|23,46|47,85|75
13|23,46|47,93|83
13|23,46|47,94|84
13|23,46|47,95|85
13|23,46|36,45|55
13|23,46|36,47|57
13|23,46|36,53|63
13|23,46|36,54|64
13|23,46|36,55|65
13|23,46|36,56|66
13|23,46|36,57|67
13|23,46|36,63|73
13|23,46|36,64|74
13|23,46|36,64|65
13|23,46|36,65|75
13|23,46|36,66|65
13|23,46|36,66|76
13|23,46|36,66|67
13|23,46|36,67|77
13|23,46|36,68|67
13|23,46|36,69|68
13|23,46|36,71|72
13|23,46|36,72|73
13|23,46|36,73|74
13|23,46|36,74|73
13|23,46|36,74|75
13|23,46|36,75|74
13|23,46|36,75|76
13|23,46|36,76|75
13|23,46|36,76|77
13|23,46|36,77|76
13|23,46|36,78|77
13|23,46|36,79|78
13|23,46|36,83|73
13|23,46|36,84|74
13|23,46|36,85|75
13|23,46|36,86|76
13|23,46|36,87|77
13|23,46|36,93|83
13|23,46|36,94|84
13|23,46|36,95|85
13|23,46|36,96|86
13|23,46|36,97|87
13|23,47|57,46|36
13|23,47|57,53|63
13|23,47|57,54|64
13|23,47|57,63|73
13|23,47|57,71|72
13|23,47|57,72|73
13|23,47|57,74|73
13|23,47|57,75|74
13|23,47|57,83|73
13|23,47|57,93|83
13|23,47|57,94|84
